#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
4049,Justin Garza,621057,621057,19784,11228,BOS,RP,RP
4050,Justin Grimm,518748,11720,11720,,FA,RP,RP
4051,Justin Guerrera,702478,702478,sa3017082,,NYM,2B,2B
4052,Justin Guerrero,692393,692393,sa3015615,,SL,C,C
4053,Justin Hagenman,663795,663795,sa3008022,,LAD,RP,RP
4054,Justin Janas,805332,805332,sa3019903,,ATL,1B,1B
4055,Justin Jarvis,680691,680691,sa3007775,,MIL,SP,SP
4056,Justin Kelly,702124,702124,sa3017072,,TOR,RP,RP
4057,Justin King,659381,659381,sa3018278,,MIL,RP,RP
4058,Justin Lange,694367,694367,sa3014517,,NYY,SP,SP
4059,Justin Lavey,669671,669671,sa3014817,,SEA,2B,2B
4060,Justin Lawrence,664875,664875,17639,10499,COL,RP,RP
4061,Justin Lewis,657660,657660,sa3008577,,CLE,RP,RP
4062,Justin Lopez,672358,672358,sa3002670,10562,SD,SS,SS
4063,Justin Maese,663359,663359,sa875002,,NYY,RP,RP
4064,Justin Martinez,679885,679885,24453,11666,ARI,RP,RP
4065,Justin Meis,701568,701568,sa3017207,,PIT,SP,SP
4066,Justin Miller,502522,8580,8580,,FA,RP,RP
4067,Justin Ramirez,814256,814256,sa3021324,,NYM,OF,OF
4068,Justin Rodriguez,699100,699100,sa3015796,,DET,2B,2B
4069,Justin Shafer,596101,596101,16132,,FA,RP,RP
4070,Justin Slaten,686580,686580,sa3010309,,TEX,SP,SP
4071,Justin Smoak,475253,9054,9054,7400,FA,1B,1B
4072,Justin Steele,657006,657006,17312,10477,CHC,SP,SP
4073,Justin Sterner,686993,686993,sa3014864,,TB,RP,RP
4074,Justin Toerner,682109,682109,sa3006735,,STL,OF,OF
4075,Justin Topa,623437,623437,15145,11126,SEA,RP,RP
4076,Justin Turner,457759,5235,5235,7742,BOS,1B/3B,1B/3B
4077,Justin Twine,657064,657064,sa828686,,FA,SS,SS
4078,Justin Upton,457708,5222,5222,,FA,DH,OF
4079,Justin Verlander,434378,8700,8700,5420,NYM,SP,SP
4080,Justin Washington,689656,689656,sa3011205,,FA,OF,OF
4081,Justin Williams,642211,642211,15490,,FA,OF,OF
4082,Justin Williams,681334,681334,sa3017076,,HOU,3B,3B
4083,Justin Wilson,458677,4301,4301,8007,MIL,RP,RP
4084,Justin Wilson,679655,679655,sa3008166,,NYY,RP,RP
4085,Justin Wrobleski,680736,680736,sa3019501,,LAD,SP,SP
4086,Justin Yeager,687866,687866,sa3010825,,MIL,RP,RP
4087,Justin Yurchak,657144,657144,sa915590,,LAD,1B,1B
4088,Justus Sheffield,656954,17285,17285,9794,ATL,RP,RP
4089,Justyn-Henry Malloy,669234,669234,sa3017073,11617,DET,OF,OF
4090,Ka’ai Tom,664789,664789,18136,,FA,OF,OF
4091,Kade McClure,656701,656701,sa915622,,SF,SP,SP
4092,Kade Mechals,686978,686978,sa3020322,,CHW,RP,RP
4093,Kaden Polcovich,687659,687659,sa3014496,10868,SEA,2B,2B
4094,Kadon Morton,683170,683170,sa3010870,,ATL,OF,OF
4095,Kahlil Watson,696135,696135,sa3017513,,MIA,SS,SS
4096,Kai Murphy,687625,687625,sa3019857,,SD,OF,OF
4097,Kai-Noa Wynyard,698785,698785,sa3015311,,TEX,RP,RP
4098,Kai-Wei Teng,678906,678906,sa3007229,,SF,SP,SP
4099,Kainoa Harrison,656508,656508,sa829382,,FA,1B,1B
4100,Kala’i Rosario,693850,693850,sa3015199,,MIN,OF,OF
4101,Kale Emshoff,668860,668860,sa3014934,,KC,C,C
4102,Kaleb Bowman,689337,689337,sa3020745,,MIL,RP,RP
4103,Kaleb Ort,672391,672391,20061,11286,BOS,RP,RP
4104,Kaleo Johnson,682162,682162,sa3006935,,FA,3B,3B
4105,Kameron Misner,670224,670224,sa3011656,,TB,OF,OF
4106,Kamren James,687553,687553,sa3020201,,TB,3B,3B
4107,Karan Patel,664711,664711,sa1169765,,CHW,RP,RP
4108,Karim Ayubi,699142,699142,sa3016170,,BOS,OF,OF
4109,Karl Ellison,641552,641552,sa3018120,,FA,C,C
4110,Karl Kauffmann,666154,666154,27488,11082,COL,SP,SP
4111,Karniel Pratt,805043,805043,sa3018636,,HOU,OF,OF
4112,Karson Milbrandt,703596,703596,sa3020659,,MIA,SP,SP
4113,Karson Simas,689302,689302,sa3011739,,BOS,2B,2B
4114,Kasey Ford,687271,687271,sa3017099,,HOU,RP,RP
4115,Kashon Conliffe,800244,800244,sa3018483,,SD,OF,OF
4116,Kaylan Nicasia,702461,702461,sa3017629,,MIL,OF,OF
4117,Ke’Bryan Hayes,663647,663647,18577,10262,PIT,3B,3B
4118,Ke’Shun Collier,804622,804622,,,CHC,,
4119,Kea’von Edwards,670205,670205,sa3008109,,FA,OF,OF
4120,Keagan Gillies,687482,687482,sa3017686,,BAL,RP,RP
4121,Kean Wong,642221,642221,15994,10693,CHW,2B,2B/OF
4122,Keaton Greenwalt,687469,687469,sa3010714,,FA,OF,OF
4123,Keaton Winn,676775,676775,23499,11680,SF,RP,RP
4124,Kedaur Trujillo,806014,806014,sa3019764,,HOU,C,C
4125,Keegan Akin,669211,669211,19362,10524,BAL,RP,RP
4126,Keegan Collett,676997,676997,sa3011192,,SD,RP,RP
4127,Keegan Curtis,656342,656342,sa3007833,,LAD,RP,RP
4128,Keegan Fish,681866,681866,sa3007068,,CHW,C,C
4129,Keegan McGovern,656708,656708,sa3006710,,FA,OF,OF
4130,Keegan Thompson,624522,624522,19795,10919,CHC,RP,RP
4131,Keiberg Camacaro,808395,808395,sa3021267,,SF,SS,SS
4132,Keibert Ruiz,660688,660688,19610,10263,WSH,C,C
4133,Keider Montero,672456,672456,sa3002956,,DET,SP,SP
4134,Keiderson Pavon,699206,699206,sa3015811,,TEX,3B,3B
4135,Keine Urdaneta,702531,702531,sa3019494,,FA,2B,2B
4136,Keiner Delgado,700731,700731,sa3018397,,NYY,SS,SS
4137,Keinner Pina,650658,650658,sa828363,,FA,C,C
4138,Keith Rogalla,657744,657744,sa829753,,LAA,RP,RP
4139,Keithron Moss,679736,679736,sa3005599,,TEX,2B,2B
4140,Kekai Rios,663519,663519,sa3007282,,TOR,C,C
4141,Kellen Strahm,687005,687005,sa3010278,,TEX,OF,OF
4142,Kellin Deglan,592256,11348,sa548189,,FA,C,C
4143,Kelvin Bautista,678654,678654,sa3006491,,LAD,RP,RP
4144,Kelvin Diaz,692840,692840,sa3015670,,PIT,2B,2B
4145,Kelvin Diaz,692556,692556,sa3016122,,BOS,OF,OF
4146,Kelvin Gutierrez,642721,642721,17468,,FA,3B,3B
4147,Kelvin Herrera,516969,6033,6033,,FA,RP,RP
4148,Kelvin HIdalgo,800193,800193,sa3018472,,COL,SS,SS
4149,Kelvin Melean,665913,665913,sa917141,,SD,SS,SS
4150,Kelvin Nunez,674555,674555,sa3002816,,SEA,RP,RP
4151,Kelvin Pena,682457,682457,sa3008083,,FA,C,C
4152,Kelvin Perez,692487,692487,sa3015154,,ATL,RP,RP
4153,Kelvin Ramirez,699062,699062,sa3015492,,LAD,RP,RP
4154,Ken Giles,571704,12910,12910,,LAD,RP,RP
4155,Ken Waldichuk,686610,686610,27681,11422,OAK,SP,SP
4156,Kendall Graveman,608665,15514,15514,8900,CHW,RP,RP
4157,Kendall Simmons,669227,669227,sa3006867,,PHI,SS,SS
4158,Kendall Williams,683086,683086,sa3011674,,LAD,SP,SP
4159,Kendry Chirinos,800140,800140,sa3018453,,TOR,3B,3B
4160,Kendry Feliz,802100,802100,sa3018970,,MIA,2B,2B
4161,Kendry Rojas,696070,696070,sa3016746,,TOR,SP,SP
4162,Kenedy Corona,685744,685744,sa3009845,,HOU,OF,OF
4163,Keni Salgado,699083,699083,sa3016029,,DET,RP,RP
4164,Kenley Jansen,445276,3096,3096,7931,BOS,RP,RP
4165,Kenlly Montas,664276,664276,sa917471,,NYY,RP,RP
4166,Kenneth Betancourt,672826,672826,sa3003350,,LAD,2B,2B
4167,Kenni Gomez,703198,703198,sa3018430,,HOU,OF,OF
4168,Kennie Taylor,663772,663772,sa1169940,,MIN,OF,OF
4169,Kenny Baez,691333,691333,sa3016530,,BAL,C,C
4170,Kenny Hernandez,665789,665789,sa943755,,STL,SP,SP
4171,Kenny Piper,700652,700652,sa3017664,,TB,C,C
4172,Kenny Rosenberg,670046,670046,20009,11452,LAA,SP,SP
4173,Kent Emanuel,592288,592288,15849,10707,PIT,RP,RP
4174,Kent Hasler,694642,694642,sa3015089,,MIL,RP,RP
4175,Kenta Maeda,628317,18498,18498,9183,MIN,SP,SP
4176,Kenya Huggins,695761,695761,sa3020609,,CIN,SP,SP
4177,Kenyi Perez,695990,695990,sa3016008,,CHC,SP,SP
4178,Kenyon Yovan,668719,668719,sa3016839,,LAA,RP,RP
4179,Keon Broxton,542979,9253,9253,,FA,OF,OF
4180,Keone Kela,605309,14696,14696,,FA,RP,RP
4181,Keoni Cavaco,686577,686577,sa3010706,,MIN,SS,SS
4182,Kerry Carpenter,681481,681481,25961,11530,DET,OF,OF
4183,Kervin Castro,665645,665645,21656,,DET,RP,RP
4184,Kervin Pichardo,682775,682775,sa3011260,,SD,SS,SS
4185,Keshawn Ogans,687248,687248,sa3019893,,ATL,SS,SS
4186,Keshawn Rombley,692398,692398,sa3015617,,FA,OF,OF
4187,Keston Hiura,669374,669374,20003,10264,MIL,1B,1B/2B
4188,Ketel Marte,606466,13613,13613,9112,ARI,2B,2B
4189,Keury Mella,622492,622492,15964,,FA,RP,RP
4190,Kevan Smith,607345,12284,12284,,FA,C,C
4191,Kevin Alcantara,682634,682634,sa3008752,10406,CHC,OF,OF
4192,Kevin Briceno,699160,699160,sa3017317,,MIL,SP,SP
4193,Kevin Cron,605196,605196,16211,9970,FA,DH,DH
4194,Kevin Dume,800134,800134,sa3021054,,OAK,1B,1B
4195,Kevin Ereu,807148,807148,sa3021104,,MIL,SS,SS
4196,Kevin Folman,683039,683039,sa3008462,,CHW,SP,SP
4197,Kevin Gausman,592332,14107,14107,8427,TOR,SP,SP
4198,Kevin Ginkel,656464,656464,19876,10662,ARI,RP,RP
4199,Kevin Gowdy,666151,666151,sa917928,,LAD,RP,RP
4200,Kevin Graham,681184,681184,sa3020087,,ARI,OF,OF
4201,Kevin Herget,643361,643361,15369,11539,CIN,RP,RP
4202,Kevin Infante,683598,683598,sa3010877,,FA,OF,OF
4203,Kevin Kelly,687330,687330,25679,11729,TB,RP,RP
4204,Kevin Kendall,675974,675974,sa3017212,,NYM,SS,SS
4205,Kevin Kiermaier,595281,11038,11038,8624,TOR,OF,OF
4206,Kevin Kilpatrick Jr.,687201,687201,sa3019891,,ATL,OF,OF
4207,Kevin Kopps,667434,667434,sa3017005,,SD,RP,RP
4208,Kevin Kramer,596012,596012,17689,,FA,2b,2b
4209,Kevin Made,691183,691183,sa3014679,,CHC,SS,SS
4210,Kevin Maitan,670867,670867,sa969045,,FA,SS,SS
4211,Kevin McCanna,621153,621153,sa658530,,ARI,SP,SP
4212,Kevin McCarthy,641838,15240,15240,,FA,RP,RP
4213,Kevin Merrell,656736,656736,sa915707,,FA,SS,SS
4214,Kevin Newman,621028,621028,17696,10078,CIN,2B/SS/ 3B,2B/SS/ 3B
4215,Kevin Padlo,656821,656821,16593,10767,LAA,3b,3b
4216,Kevin Parada,691006,691006,sa3020575,,NYM,C,C
4217,Kevin Pillar,607680,12434,12434,8576,ATL,OF,OF
4218,Kevin Plawecki,608700,13807,13807,,SD,C,C
4219,Kevin Quackenbush,534812,12360,12360,,FA,RP,RP
4220,Kevin Richards,670863,670863,sa3004880,,OAK,OF,OF
4221,Kevin Santos,699176,699176,sa3016174,,ARI,OF,OF
4222,Kevin Smith,663325,663325,sa3007710,11013,BAL,SP,SP
4223,Kevin Smith,675656,675656,20242,10265,OAK,SS/3B,SS/3B
4224,Kevin Strohschein,680959,680959,sa3010859,,FA,OF,OF
4225,Kevin Vicuna,660631,660631,sa872466,,ARI,SS,SS
4226,Kevin Villavicencio,692944,692944,sa3015673,,NYM,SS,SS
4227,Kevin Watson,675982,675982,sa3005151,,LAA,OF,OF
4228,Kevyn Castillo,800203,800203,sa3019771,,LAA,OF,OF
4229,Keyber Rodriguez,677601,677601,sa3005488,,TEX,SS,SS
4230,Keylan Killgore,681154,681154,sa3008069,,PHI,RP,RP
4231,Keynan Middleton,641871,641871,15264,9532,CHW,RP,RP
4232,Keyner Benitez,808547,808547,sa3021795,,MIA,SP,SP
4233,Keyshawn Askew,681094,681094,sa3017916,,TB,SP,SP
4234,Khalil Lee,666137,666137,19952,10266,FA,OF,OF
4235,Khris Davis,501981,9112,9112,8446,FA,DH,DH
4236,Kier Meredith,669218,669218,sa3017325,,BOS,OF,OF
4237,Kingston Liniak,669460,669460,sa3007020,,FA,OF,OF
4238,Kirby Snead,669912,669912,19179,11243,OAK,RP,RP
4239,Kirby Yates,489446,9073,9073,8808,ATL,RP,RP
4240,Kirk McCarty,668948,668948,20555,,FA,RP,RP
4241,Kit Scheetz,677415,677415,sa873684,,FA,RP,RP
4242,Kleiver Chauran,808264,808264,sa3021221,,TB,SS,SS
4243,Kliubert Avila,693805,693805,sa3015684,,PHI,C,C
4244,Kobe Kato,701158,701158,sa3017052,,HOU,2B,2B
4245,Kobe Robinson,688601,688601,sa3017764,,SD,SP,SP
4246,Kodai Senga,673540,673540,31838,11182,NYM,SP,SP
4247,Kodi Medeiros,656727,656727,sa828664,,FA,RP,RP
4248,Kodi Whitley,676831,676831,19731,10723,STL,RP,RP
4249,Kody Clemens,665019,665019,20572,11342,PHI,1B/3B,1B/2B/ 3B/OF
4250,Kody Funderburk,681892,681892,sa3007780,,MIN,RP,RP
4251,Kody Hoese,682210,682210,sa3010021,11050,LAD,3B,3B
4252,Kody Huff,687627,687627,sa3019982,,COL,C,C
4253,Koen Moreno,691103,691103,sa3014509,,CHC,SP,SP
4254,Kohei Arihara,685503,685503,27505,,FA,SP,SP
4255,Kohl Franklin,681673,681673,sa3008335,,CHC,SP,SP
4256,Kohl Simas,702030,702030,sa3016949,,CHW,SP,SP
4257,Kohl Stewart,640464,640464,15502,8677,FA,SP,SP
4258,Kolby Allard,663465,663465,18694,9790,ATL,SP,SP
4259,Kolby Kubichek,681443,681443,sa3017271,,NYM,RP,RP
4260,Kole Calhoun,594777,11200,11200,,LAD,OF,OF
4261,Kole Cottam,663526,663526,sa3006780,,BOS,C,C
4262,Kolten Wong,543939,12532,12532,8217,SEA,2B,2B
4263,Kolton Ingram,688427,688427,26068,11702,LAA,RP,RP
4264,Kona Quiggle,669096,669096,sa3010588,,FA,OF,OF
4265,Konner Piotto,702920,702920,sa3016810,,TEX,C,C
4266,Konner Wade,592831,592831,14655,,SEA,RP,RP
4267,Konnor Pilkington,663455,663455,21453,11386,ARI,SP,SP
4268,Korey Holland,680690,680690,sa3008249,,CLE,OF,OF
4269,Korey Lee,686676,686676,25543,11313,HOU,C,C
4270,Korry Howell,676759,676759,sa3008238,,SD,OF,OF
4271,Kramer Robertson,670298,670298,20022,11464,STL,SS,SS
4272,Kris Bryant,592178,15429,15429,8644,COL,OF,OF
4273,Kris Bubic,663460,663460,21455,10933,KC,SP,SP
4274,Kristian Cardozo,691258,691258,sa3014706,,SEA,SP,SP
4275,Kristian Robinson,677565,677565,sa3006884,10267,ARI,OF,OF
4276,Kumar Nambiar,687643,687643,sa3010666,,OAK,SP,SP
4277,Kumar Rocker,677958,677958,sa3020827,,TEX,SP,SP
4278,Kurt Suzuki,435559,8259,8259,,FA,C,C
4279,Kutter Crawford,676710,676710,20531,11283,BOS,SP,SP
4280,Kwang Hyun Kim,547942,547942,27458,,FA,SP,SP
4281,Ky Bush,681066,681066,sa3017386,,LAA,SP,SP
4282,Kyle Backhus,679775,679775,sa3017068,,ARI,SP,SP
4283,Kyle Barraclough,607457,13713,13713,,BOS,RP,RP
4284,Kyle Battle,690350,690350,sa3016968,,NYY,OF,OF
4285,Kyle Bird,613317,613317,16618,,FA,RP,RP
4286,Kyle Bradish,680694,680694,24586,11099,BAL,SP,SP
4287,Kyle Brnovich,686599,686599,sa3014923,,BAL,SP,SP
4288,Kyle Cody,621129,621129,19686,10780,TEX,RP,RP
4289,Kyle Crick,605195,13182,13182,,FA,RP,RP
4290,Kyle Crigger,805732,805732,sa3019884,,MIA,RP,RP
4291,Kyle Datres,663979,663979,sa3008029,,COL,2B,2B
4292,Kyle Dohy,675971,675971,20334,,FA,RP,RP
4293,Kyle Dowdy,664871,664871,19285,,BAL,RP,RP
4294,Kyle Farmer,571657,14813,14813,9537,MIN,2B/SS/ 3B,2B/SS/ 3B
4295,Kyle Finnegan,640448,640448,15009,10792,WSH,RP,RP
4296,Kyle Freeland,607536,607536,16256,8941,COL,SP,SP
4297,Kyle Funkhouser,608335,608335,19456,,TEX,RP,RP
4298,Kyle Garlick,664247,664247,18063,10622,MIN,OF,OF
4299,Kyle Gibson,502043,10123,10123,8026,BAL,SP,SP
4300,Kyle Glogoski,667236,667236,sa3007464,,CIN,SP,SP
4301,Kyle Harrison,690986,690986,sa3014513,11597,SF,SP,SP
4302,Kyle Hart,606996,606996,19646,10759,SEA,SP,SP
4303,Kyle Hendricks,543294,12049,12049,8841,CHC,SP,SP
4304,Kyle Higashioka,543309,5517,5517,9470,NYY,C,C
4305,Kyle Hill,663540,663540,sa3009922,,SEA,RP,RP
4306,Kyle Holder,664060,664060,sa857840,,FA,SS,SS
4307,Kyle Hurt,669165,669165,sa3016453,,LAD,SP,SP
4308,Kyle Isbel,664728,664728,21614,10408,KC,OF,OF
4309,Kyle Johnston,656594,656594,sa3004571,,TOR,RP,RP
4310,Kyle Jones,675781,675781,sa3020556,,MIN,SP,SP
4311,Kyle Kasser,681143,681143,sa3006916,,LAA,2B,2B
4312,Kyle Keller,664918,664918,18890,,FA,RP,RP
4313,Kyle Leahy,681517,681517,24763,11822,STL,RP,RP
4314,Kyle Lewis,641786,641786,19508,10268,ARI,DH,DH
4315,Kyle Lobstein,543456,9178,9178,,FA,RP,RP
4316,Kyle MacDonald,647278,647278,sa1170553,,FA,1B,1B
4317,Kyle Manzardo,700932,700932,sa3017342,11600,TB,1B,1B
4318,Kyle Marinconz,676327,676327,sa3007638,,FA,2B,2B
4319,Kyle Marman,663613,663613,sa3008668,,CLE,RP,RP
4320,Kyle McCann,668832,668832,sa1159677,10856,OAK,C,C
4321,Kyle McGowin,641851,641851,15071,,FA,RP,RP
4322,Kyle Mottice,682569,682569,sa3007655,,FA,2B,2B
4323,Kyle Muller,666205,666205,20167,10269,OAK,SP,SP
4324,Kyle Nelson,669459,669459,20515,10929,ARI,SP,SP
4325,Kyle Nevin,693819,693819,sa3019894,,LAD,OF,OF
4326,Kyle Nicolas,693312,693312,sa3014523,,PIT,SP,SP
4327,Kyle Ryan,594986,11753,11753,,FA,RP,RP
4328,Kyle Schmidt,686619,686619,sa3010707,,MIN,C,C
4329,Kyle Schwarber,656941,16478,16478,8940,PHI,OF,OF
4330,Kyle Seager,572122,9785,9785,,FA,3B,3B
4331,Kyle Stowers,669065,669065,26151,11414,BAL,OF,OF
4332,Kyle Tucker,663656,663656,18345,9787,HOU,OF,OF
4333,Kyle Tyler,667725,667725,22092,11271,SEA,RP,RP
4334,Kyle Virbitsky,680223,680223,sa3017491,,BAL,SP,SP
4335,Kyle Whitten,671093,671093,sa3016936,,TB,RP,RP
4336,Kyle Wilcox,664048,664048,sa857699,,ATL,RP,RP
4337,Kyle Wilkie,668740,668740,sa3010270,,FA,C,C
4338,Kyle Wilson,663819,663819,sa875768,,NYM,RP,RP
4339,Kyle Wright,657140,657140,19665,10093,ATL,SP,SP
4340,Kyle Zimmer,622092,14169,14169,,CIN,SP,SP
4341,Kyler Castillo,689763,689763,sa3017373,,MIA,OF,OF
4342,Kyler Fedko,693459,693459,sa3017561,,MIN,OF,OF
4343,Kyren Paris,677347,677347,sa3011768,11090,LAA,SS,SS
4344,Lael Lockhart,679712,679712,sa3017502,,DET,RP,RP
4345,Lake Bachar,669199,669199,sa917993,,SD,SP,SP
4346,Lamar King,702601,702601,,,SD,,
4347,Lamar Sparks,676473,676473,sa3004932,,MIL,OF,OF
4348,LaMonte Wade Jr.,664774,664774,18126,10271,SF,1B/OF,1B/OF
4349,Lance Lynn,458681,2520,2520,7766,CHW,SP,SP
4350,Lance McCullers Jr.,621121,14120,14120,8659,HOU,SP,SP
4351,Landen Roupp,694738,694738,sa3017869,,SF,SP,SP
4352,Landon Knack,689017,689017,sa3014518,11058,LAD,RP,RP
4353,Landon Marceaux,669465,669465,sa3017913,,NYM,SP,SP
4354,Landon Sims,683085,683085,,,ARI,P,P
4355,Landon Stephens,686677,686677,sa3014884,,ATL,OF,OF
4356,Lane Ramsey,682010,682010,sa3006774,,CHW,RP,RP
4357,Lane Thomas,657041,657041,16939,10446,WSH,OF,OF
4358,Larry Martinez,800371,800371,sa3019551,,TB,C,C
4359,Lars Nootbaar,663457,663457,21454,11225,STL,OF,OF
4360,Larson Kindreich,695465,695465,sa3017505,,TEX,SP,SP
4361,Lawrence Butler,671732,671732,sa3006873,11649,OAK,OF,OF
4362,Layant Tapia,692596,692596,sa3015652,,CHW,SS,SS
4363,Layne Henderson,668203,668203,sa3007718,,DET,RP,RP
4364,Laz Rivera,650528,650528,sa3004128,,CHW,2B,2B
4365,Lazaro Alonso,672906,672906,sa3002722,,MIA,1B,1B
4366,Lazaro Armenteros,670860,670860,sa969091,10272,OAK,OF,OF
4367,Lazaro Benitez,682844,682844,sa3008819,,DET,OF,OF
4368,Lazaro Leal,684708,684708,sa3008940,,CHW,OF,OF
4369,Lazaro Montes,703155,703155,sa3018409,,SEA,OF,OF
4370,Lazaro Morales,805116,805116,sa3018647,,SF,OF,OF
4371,Leam Mendez,801461,801461,sa3019432,,TOR,RP,RP
4372,Leandro Alsinois,802098,802098,sa3018624,,CHW,OF,OF
4373,Leandro Arias,703202,703202,sa3018433,,BAL,SS,SS
4374,Leandro Cedeno,660681,660681,sa873307,11618,FA,OF,OF
4375,Leandro Emiliani,678247,678247,sa3006897,,WSH,1B,1B
4376,Leandro Pineda,683610,683610,sa3008905,,PHI,OF,OF
4377,Leiker Figueroa,800303,800303,sa3018506,,ATL,SS,SS
4378,Lency Delgado,680894,680894,sa3006913,,FA,SS,SS
4379,Leny Carela,800143,800143,sa3019402,,PHI,2B,2B
4380,Lenyn Sosa,672820,672820,22896,11501,CHW,2B,2B
4381,Leo Jimenez,677870,677870,sa3006891,,TOR,SS,SS
4382,Leobaldo Cabrera,660659,660659,sa872551,,FA,OF,OF
4383,Leodany Perez,686742,686742,sa3008956,,FA,OF,OF
4384,Leody Taveras,665750,665750,18900,10274,TEX,OF,OF
4385,Leomar Rosario,703855,703855,sa3019127,,HOU,RP,RP
4386,Leonard Jones,695292,695292,sa3014840,,SL,OF,OF
4387,Leonardo Balcazar,699114,699114,sa3015798,,CIN,SS,SS
4388,Leonardo Bernal,699024,699024,sa3015773,,STL,C,C
4389,Leonardo Pestana,679758,679758,sa3005456,,NYY,SP,SP
4390,Leonardo Rivas,660844,660844,sa872542,,SEA,SS,SS
4391,Leonardo Rondon,699720,699720,sa3015839,,PHI,2B,2B
4392,Leonardo Seminati,682504,682504,sa3008298,,CIN,1B,1B
4393,Leonel Espinoza,696083,696083,sa3015735,,CHC,OF,OF
4394,Leonel Valera,665987,665987,sa917320,,KC,2B,2B
4395,Leosdany Molina,702416,702416,sa3015874,,HOU,SS,SS
4396,Lester Madden,683774,683774,sa3008603,,FA,OF,OF
4397,Leugim Castillo,676108,676108,sa3005128,,FA,OF,OF
4398,Leury Garcia,544725,5913,5913,8440,FA,2B,2B/SS/ 3B/OF
4399,Leury Tejada,681839,681839,sa3007935,,TEX,RP,RP
4400,Levi Jordan,682119,682119,sa3007976,,CHC,2B,2B
4401,Levi Kelly,669189,669189,sa3008500,11032,FA,SP,SP
4402,Levi Prater,686246,686246,sa3014861,,STL,SP,SP
4403,Levi Stoudt,686651,686651,25650,11432,CIN,SP,SP
4404,Levi Usher,678023,678023,sa3019886,,KC,OF,OF
4405,Lewin De La Cruz,692548,692548,sa3015640,,ARI,SS,SS
4406,Lewin Diaz,650331,650331,18365,10718,BAL,1B,1B
4407,Lewis Brinson,621446,14352,14352,,FA,OF,OF
4408,Lewis Castillo,693770,693770,sa3015680,,NYM,1B,1B
4409,Lewis Thorpe,626929,626929,15906,,FA,SP,SP
4410,Lexer Saduy,691418,691418,sa3015536,,CLE,OF,OF
4411,Leyderman Ruiz,808266,808266,sa3021846,,NYM,SS,SS
4412,Liam Hendriks,521230,3548,3548,8170,CHW,RP,RP
4413,Liam Hicks,689414,689414,sa3017400,,TEX,C,C
4414,Liam Norris,691005,691005,sa3014543,,ARI,SP,SP
4415,Liam Sabino,656925,656925,sa3007821,,SEA,2B,2B
4416,Liam Simon,687216,687216,sa3020256,,SF,RP,RP
4417,Liam Spence,687608,687608,sa3017289,,CHC,SS,SS
4418,Liover Peguero,678894,678894,24273,11096,PIT,SS,SS
4419,Lisandro Almonte,699226,699226,sa3015497,,ARI,SP,SP
4420,Lisandro Mejia,808371,808371,sa3021260,,TEX,SS,SS
4421,Lisandro Santos,670873,670873,sa945728,,NYY,RP,RP
4422,Listher Sosa,683538,683538,sa3009725,,ARI,RP,RP
4423,Livan Soto,670869,670869,22471,10275,LAA,SS,SS
4424,Lizandro Espinoza,692371,692371,sa3015611,,STL,2B,2B
4425,Lizandro Rodriguez,691497,691497,sa3016094,,KC,2B,2B
4426,Lizardo Ruiz,684226,684226,sa3008930,,CHC,SS,SS
4427,LJ Hatch,677928,677928,sa3005233,,FA,2B,2B
4428,LJ Talley,663544,663544,sa1169773,,TOR,2B,2B
4429,Ljay Newsome,664714,664714,19942,10720,SF,SP,SP
4430,Locke St. John,657766,657766,16850,,FA,RP,RP
4431,Logan Allen,673726,673726,sa1169956,,FA,OF,OF
4432,Logan Allen,663531,663531,18555,10276,SEA,RP,RP
4433,Logan Allen,671106,671106,27589,11412,CLE,SP,SP
4434,Logan Brown,682204,682204,sa3006938,,FA,C,C
4435,Logan Cerny,681488,681488,sa3017661,,HOU,OF,OF
4436,Logan Davidson,669722,669722,sa918676,10858,OAK,SS,SS
4437,Logan Driscoll,686482,686482,sa3009882,,TB,C,C
4438,Logan Forsythe,523253,7185,7185,7755,FA,2B,1B/2B
4439,Logan Gilbert,669302,669302,22250,10712,SEA,SP,SP
4440,Logan Gillaspie,670810,670810,22461,11380,BAL,RP,RP
4441,Logan Glass,687279,687279,sa3011614,,CHW,OF,OF
4442,Logan Gragg,685401,685401,sa3010306,,STL,SP,SP
4443,Logan Henderson,701656,701656,sa3020080,,MIL,SP,SP
4444,Logan Hofmann,671987,671987,sa3014852,,PIT,SP,SP
4445,Logan Morrison,489149,9205,9205,7283,FA,OF,OF
4446,Logan O’Hoppe,681351,681351,24729,11075,LAA,C,C
4447,Logan Porter,682515,682515,sa3007750,,KC,1B,1B
4448,Logan Rinehart,686827,686827,sa3010255,,SEA,RP,RP
4449,Logan Salow,676601,676601,sa874231,,LAD,RP,RP
4450,Logan Sawyer,657752,657752,sa829628,,STL,RP,RP
4451,Logan Shore,624519,624519,sa738442,,SF,SP,SP
4452,Logan Tanner,683091,683091,sa3020117,,CIN,C,C
4453,Logan VanWey,701121,701121,sa3019956,,HOU,RP,RP
4454,Logan Wagner,702488,702488,,,LAD,,
4455,Logan Warmoth,657089,657089,sa3004813,,SEA,SS,SS
4456,Logan Webb,657277,657277,17995,10480,SF,SP,SP
4457,Logan Workman,694312,694312,sa3017313,,TB,SP,SP
4458,Logan Wyatt,668824,668824,sa3011259,,SF,1B,1B
4459,Loidel Chapelli,703070,703070,sa3019400,,CHW,2B,2B
